Nom de la société,Secteur d'activité,Taille de l'entreprise,Catégorie,Année de fondation,Adresse,Lien webs
OBR GO SUSHI,tourisme / hôtellerie / restauration / loisirs,Entre 20 et 100 employés,Société privée locale,,"Ariana, Ariana Ville, Ariana, 2080 Tunisie",
SYNAPSE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"El Nasr, Ariana Ville, Ariana, None Tunisie",
L EMPREINTE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"54 Rue Charles De Gaulle - Bhar Lazreg, La Marsa, Tunis, None Tunisie",
ICC CONSULTING,consulting / étude / stratégie,Entre 100 et 200 employés,Société privée étrangère,,"114 AVENUE CHARLES DE GAULLE 92200 NEUILLY SUR SEINE, Paris, île de france, 92200 France",
LJ BUREAUTIQUE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Mourouj 1, El Mourouj, Ben Arous, None Tunisie",
MINDSET CONCEPT,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"116 bis rue de l'environnment, Ezzahra, Ben Arous, None Tunisie",
CLINIQUE LA ROSE,santé / paramédical / optique,Entre 200 et 500 employés,Société privée locale,,"Avenue de la bource, Lac 2, Tunis, La Marsa, Tunis, None Tunisie",
RAINSTEAL OIL AND GAS LIMITED UK,autres,Entre 100 et 200 employés,Société privée étrangère,,"12 Gatling Street, Grassendale Park, Liverpool, L19 0LS, Liverpoo, Liverpoo, None Royaume-Uni",
CABINET ORTHODONTIE DR NAHDI MERIAM,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"137 avenue de l'ère nouvelle,  1er étage bureau 2, Ennasr 2, Ariana Ville, Ariana, None Tunisie",
OKAKOSOFT,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Esebe n°12, Sidi El Heni, Sousse, None République démocratique du Congo",
CABINET D ORTHOPHONIE ARIJ HOUAS,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"Rue tlemsen immeuble ennassr 2ème étage près du steg, Kairouan Nord, Kairouan, None Tunisie",
MADAREK COMPANY,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"KHZEMA, Sousse Ville, Sousse, None Tunisie",
ATHEL AND ATHEL,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"zone touristique khezema, Sousse Ville, Sousse, None Tunisie",
FCIT-NG,informatique / télécoms,Entre 20 et 100 employés,Société privée étrangère,,"Immeuble zarrad B12, Lac 2 tun, Cite El Khadra, Tunis, None Tunisie",
GESCO,gardiennage / sécurité / maintenance,Moins de 20 employés,Société privée locale,1992,"Ennasr 2, Ariana, Ariana Ville, Ariana, 2037 Tunisie",http://www.gesco-gardiennage-nettoyage.com.tn
3SG MEDIA OMD,communication / publicité / média,Entre 20 et 100 employés,Société privée étrangère,,"Immeuble les Arcades, 23 Rue du Lac Loch Ness, Lac I, Tunis, La Goulette, Tunis, None Tunisie",
GARDINIA CLOSET,autres,Entre 20 et 100 employés,Société privée locale,,"23 rue beji belguith, Ariana Ville, Ariana, None Tunisie",
